ID,Name,Sex,Age,Height,Weight 
1839,Mohamed Fahd Al-Bishi,M,23,160,52
1840,Mohamed Hamed Al-Bishi,M,20,170,65
1841,Saad Shetwy Al-Bishi,M,23,195,122
1842,Sameera Zayid Al-Bitar,F,14,168,64
1843,Abdul Ridha Al-Boloushi,M,23,,
1844,Mohamed Al-Bouhairi,M,24,183,69
1845,Fadwa Al-Bouza,F,18,173,58
1846,Abdullah Mohammad Al-Buloshi,M,20,176,72
1847,Abdul Latif Mohamed Al-Bulushi,M,28,169,69
1848,Dadallah Noor Mohamed Al-Bulushi,M,25,172,86
1849,Saleh Al-Buraiki,M,23,180,68
1851,Ebrahim Al-Cattan,M,16,170,58
1852,Faisal Ali Al-Daakhil,M,22,176,74
1853,Abdal Salam Al-Dabaji,M,25,176,64
1854,Nayef Al-Daihani,M,36,,
1855,Hamoud Abdallah Said Al-Dalhami,M,28,172,65
1856,Sultan Mubarak M. Al-Dawoodi,M,23,192,86
1857,Ramy Abdelhadi Al-Deeb,M,23,180,75
1858,Fehaid Al-Deehani,M,25,178,95
1859,Humaid Rashd Al-Derei,M,21,,65
1860,Jasem Muhammad Al-Deyab,M,,160,86
1861,Nawaf Al-Dhafari,M,21,,
1862,Khuwaiter Al-Dhaheri,M,17,,
1863,Youssef Al-Dokhi,M,18,,
1864,Abdullah Hussein Al-Dosari,M,23,165,54
1865,Bonayan Al-Dosari,M,23,,59
1866,Hamad Mubarak Al-Dosari,M,18,179,73
1867,Khaled Al-Dosari,M,28,189,90
1868,Khamis Al-Owairan Al-Dosari,M,22,178,
1869,Medhadi Al-Dosari,M,16,160,
1870,Mohamed Barak Al-Dosari,M,27,160,59
1871,Mohamed Jaman Al-Dosari,M,26,167,60
1872,Muhaisin Mubarak Al-Jamaan Al-Dosari,M,18,175,62
1873,Nassar Ali Al-Dosari,M,,,
1874,Obeid Al-Dosari,M,20,174,73
1875,Rashid Shafi Al-Dosari,M,19,198,130
1876,Said Khalil Al-Dosari,M,24,174,72
1877,Saleh Khalifa Al-Dosari,M,30,164,63
1878,Salman Ghassan Al-Dosari,M,20,180,73
1879,Sami Jasem Al-Dosari,M,19,167,69
1880,Youssef Matouq Al-Dosari,M,26,160,51
1881,Ahmed Al-Doseri,M,,190,69
1882,Jamal Ahmed Youssuf Al-Doseri,M,22,155,70
1883,Mamdooh Husain Isa Al-Doseri,M,20,,
1884,Jasem Gomaan Al-Dowaila,M,21,188,75
1885,Ramzy Al-Duhami,M,24,162,70
1886,Mohsen Hussain Al-Duhaylib,M,22,163,69
1887,Jaklein Al-Duqom,F,24,,
1888,Hamad Al-Easa,M,20,,
1889,Khaled Al-Eid,M,27,175,57
1890,Ahmad Abdallah Al-Emran,M,,160,87
1891,Ayman Al-Enazy,M,19,,
1892,Salammah Al-Enazy,M,19,,
1893,Thamer Al-Enazy,M,22,,
1894,Talal Al-Enezi,M,22,180,94
1895,Basma Al-Eshosh,F,26,172,65
1896,Khalid Ahmed Al-Estashi,M,18,155,65
1897,Abdulrahman Al-Faihan,M,30,,
1898,Mouteb Al-Faouri,M,24,178,70
1899,Mohamed Al-Fararjeh,M,22,175,77
1900,Fahad Abdulrahman Al-Farhan,M,21,168,68
1901,Bahaa Al-Farra,M,21,175,65
1902,Bashir Ali Al-Fellah,M,,180,60
1903,Sara Abdulrahman Al-Flaij,F,16,170,72
1904,Bader Aman Abdul Rahman Al-Fulaij,M,23,168,52
1905,Abdulsalam Al-Gadabi,M,30,,
1906,Mostafa Muhammad Hisham Muhammad Salah Abdulhamid Al-Gamel,M,23,191,96
1907,Nabil Mohammed Al-Garbi,M,18,175,65
1908,Abdullah Al-Garni,M,19,,
1909,Mohamad Al-Garni,M,20,179,55
1910,Rakia Al-Gassra,F,21,170,65
1911,Fahad Al-Geaid,M,32,170,70
1912,Abdul Raab Al-Ghadi,M,21,170,65
1913,Ali Saleh Al-Ghadi,M,31,160,54
1914,Ali Sultan Al-Ghafiri,M,,153,65
1915,Adel Al-Ghaith,M,,178,72
1916,Tareq Al-Ghareeb,M,23,182,95
1917,Ali Sulaiman Al-Ghazawi,M,,,
1918,Abdullah Al-Ghrbi,M,23,167,72
1919,Dukhail Al-Habashi,M,20,,
1920,Sultan Abdulmajeed E. Al-Habshi,M,25,190,92
1921,Mohammed bin Naseeb Al-Habsi,M,16,180,60
1922,Shinoona Salah Al-Habsi,F,19,162,60
1923,Sulaiman Juma Obaid Al-Habsi,M,18,165,60
1924,Muayed Al-Haddad,M,20,165,57
1925,Ali Al-Hadiyah,M,22,,
1926,Ahmad Al-Hahdoud,M,,,
1927,Bahya Mansour Al-Hamad,F,20,166,69
1928,Mansour Soud Al-Hamad,M,17,,
1929,Khalid Issa A. H. Al-Hamadi,M,20,171,57
1930,Ibrahim M. Al-Hamaidi,M,18,177,68
1931,Mohamed Al-Hamar,M,17,175,70
1932,Hussain Jamaan Al-Hamdah,M,29,,
1933,Yousuf Al-Hammad,M,20,180,86
1934,Hamad A. Al-Hammadi,M,20,169,68
1935,Ismail Salem Al-Hammadi,M,24,173,68
1936,Khalil Ahmed Al-Hanahneh,M,24,171,70
1937,Anwar Al-Harazi,M,15,170,69
1938,Nashwan Haidar Al-Harazi,M,21,162,54
1939,Abbas Al-Harbi,M,28,,
1940,Ibrahim Al-Harbi,M,21,177,70
1941,Khalid Al-Harbi,M,29,175,73
1942,Mishal Sayed Al-Harbi,M,25,178,72
1943,Dalal Masfir Al-Harith,F,16,160,55
1944,Handhal Mohamed Al-Harithy,M,,167,67
1945,Faisal Al-Harshani,M,22,167,65
1946,Barakat Mubarak Al-Harthi,M,24,173,67
1947,Khuwaled Al-Harthi,M,,166,68
1948,Matar Al-Harthi,M,,150,63
1949,Abdul Rashid Al-Hasan,M,25,170,63
1950,Ali Al-Hasan,M,23,,
1951,Ibrahim Al-Hasan,M,21,179,73
1952,Sami Muhammad Jassim Al-Hashash,M,20,182,75
1953,Mohamed Amour Salah Al-Hashimi,M,19,170,60
1954,Mahmoud Awad Sress Al-Hasini,M,25,185,67
1955,Ahmed bin Saalim Al-Hatmi,M,27,170,70
1956,Mariam Mohamed Hadj Al-Hilli,F,16,,45
1957,Nadia Rashad Al-Hindi,F,20,,
1959,Mohamed Abdullah Salim Al-Houti,M,23,172,69
1960,Saed Muhammad Al-Houti,M,26,140,56
1961,Nawaf Al-Humaidan,M,19,163,55
1962,Salah Al-Humaidi,M,17,,
1963,Mohamed Othman Al-Hussein,M,24,171,70
1964,Abdullah Salim Saif Al-Hussini,M,,163,65
1965,Jasem Al-Huwaidi,M,19,,
1966,Ayser Al-Hyari,M,25,175,75
1967,Ibrahim Al-Idokht,M,24,,
1968,Ahmed H. Al-Imam,M,18,178,68
1969,Abdullah Al-Izani,M,27,,
1970,Adel Mohamed Al-Jabrin,M,20,170,64
1971,Ali Saleh Al-Jadani,M,23,180,85
1972,Mohamed Al-Jahani,M,20,175,65
1973,Mohamed Al-Jalai,M,19,,
1974,Nazzar Al-Jamali,M,,178,68
1975,Zaher Salim Al-Jamudi,M,,165,75
1976,Obaid Ahmed Obaid Al-Jasmi,M,23,178,71
1977,Rashid Ismail Al-Jirbi,M,,171,61
1978,Abdullah Abdulaziz Al-Joud,M,37,178,60
1979,Mansour Farhan Al-Juaid,M,24,175,62
1980,Khaled Al-Kaabi,M,31,168,85
1982,Abdel Rahman Al-Kaaki,M,18,182,72
1983,Mohamed Ayed Al-Kafraini,M,25,173,65
1984,Adel Al-Kahham,M,23,,
1985,Mohamed Al-Kaledi,M,21,,
1986,Hamdan Ismail Muhammad Al-Kamali,M,23,183,74
1987,Esam Al-Kandari,M,29,176,64
1988,Ismail Al-Karaghouli,M,25,160,63
1989,Said Al-Hussain Al-Karbi,M,,171,60
1990,Khalid Al-Karkhi,M,20,165,63
1991,Obada Al-Kasbeh,M,22,166,64
1992,Mohammed Riyadh Al-Khafaji,M,22,181,75
1993,Hajar Saeed Saad Sowaid Al-Khaldi,F,21,160,45
1994,Abdullah Salem Al-Khalidi,M,30,170,66
1995,Khaled Salman Al-Khalidi,M,27,195,110
1996,Ali Al-Khalifa,M,,175,65
1997,Salman Al-Khalifa,M,,167,65
1998,Majid Sultan Al-Khamis,M,,170,75
1999,Khaldoun Al-Khashti,M,25,189,97
2000,Mubarak Al-Khater,M,18,170,68
2001,Hamed Said Al-Khatri,M,31,173,68
2002,Khalifa Sulaiman Al-Khatry,M,28,172,67
2003,Said Mubarak Marhoon Al-Khatry,M,,132,66
2004,Ali Muhammad Al-Khawajah,M,19,166,57
2005,Basheer Mohamed Al-Khewani,M,18,175,68
2006,Mohamed Saleh Al-Khilaiwi,M,25,175,70
2007,Hussain Al-Khodari,M,20,,
2008,Noah Abdalaziz Al-Khulaifi,M,17,190,86
2009,Osama Nassir Al-Khurafi,M,17,180,75
2010,Tameem Mohammed Ahmed Al-Kubati,M,23,168,58
2011,Ahmed Al-Kudmani,M,21,170,70
2012,Khalid Al-Kulaibi,M,14,170,63
2013,Fahad Mohammed Rashid Al-Kuwari,M,19,,
2014,Sayed Mubarak Mufta Mubarak Al-Kuwari,M,24,183,76
2015,Zamel Essa Al-Kuwari,M,18,,
2016,Sami Al-Lanqawi,M,20,,
2017,Mufid Saleh Krim Al-Lawanseh,M,30,175,70
2018,Rashid Salim Al-MaShari,M,18,,
2019,Abdullah Roaei Al-Mabrouk,M,19,167,55
2020,Faisal Al-Mahmeed,M,16,180,72
2021,Fatema Abdul Muhsin Al-Mahmeed,F,17,167,60
2022,Ramzi Al-Mahrous,M,22,170,85
2024,Falah Al-Majidi,M,21,,
2025,Ahmed bin Hasher Al-Maktoum,M,36,175,67
2026,Latifah bint Ahmed bin Juma Al-Maktoum,F,22,160,46
2027,Maitha bint Mohammed bin Rashid Al-Maktoum,F,28,,67
2028,Juma bin Dalmouk bin Juma bin Maktoum Al-Maktoum,M,27,166,68
2029,Saeed bin Hasher Al-Maktoum,M,23,176,88
2030,Noor Hussain Al-Malki,F,17,155,43
2031,Mohamed Amer Al-Rashed Al-Malky,M,21,176,62
2032,Mohamed Ali Al-Malky,M,17,173,65
2033,Enemri Najem Al-Marghani,M,,178,55
2034,Abdul Aziz Al-Marzoug,M,21,,
2035,Salah Al-Marzouq,M,26,186,86
2036,Salem Al-Marzouq,M,24,,
2037,Ayoub Al-Mas,M,21,180,67
2038,Rand Saad Mahmood Al-Mashhadani,F,17,160,50
2039,Younes Al-Mashmoum,M,19,185,85
2040,Jhila Al-Masi,F,22,157,45
2041,Mohamed Said Al-Maskary,M,26,164,60
2042,Muneir Al-Masri,M,25,165,68
2043,Faraj Al-Mass,M,,171,70
2044,Nader Abdullah Al-Massri,M,28,160,58
2045,Ibrahim Nasser Al-Matrooshi,M,22,178,61
2046,Abdul Al-Matrouk,M,23,,
2047,Naser Al-Meqlad,M,21,176,120
2048,Ahmed Hadib Al-Moamari Bashir,M,19,170,62
2049,Waleed Al-Mohamed Abdulmuhsin,M,27,170,69
2050,Issa Al-Mohamedi,M,20,175,70
2051,Mohamed Kayed Al-Mohannadi ,M,19,,
2052,Abdul Majeed Al-Mosawi,M,18,165,65
2053,Khaled Al-Mudhaf,M,22,164,105
2054,Bader Abdulrahman Al-Muhana,M,19,,
2055,Adel Mulla Al-Mulla,M,21,,
2056,Khaled Al-Mulla,M,28,183,82
2057,Nahedh Al-Murdh,M,,,
2058,Fahd Mohamed Al-Musaibeeh,M,23,160,61
2059,Riyadh Al-Mustafa,M,29,171,64
2060,Faraj Mubarak Al-Mutairi,M,,172,77
2061,Husain Al-Mutairi,M,18,170,52
2062,Khalaf Al-Mutairi,M,21,176,65
2063,Mashfi Al-Mutairi,M,27,167,80
2064,Sayed Al-Mutairi Bariq,M,27,172,65
2065,Zaid Al-Mutairi,M,26,169,64
2066,Manhi Hamd Al-Mutairy,M,,168,65
2067,Kifah Sadiq Al-Mutawa,M,17,185,75
2068,Saud Al-Muwaizri,M,18,,
2069,Shaye Musa Al-Nafisa,M,22,174,75
2070,Mohamed Ahmed Amer  Al-Nahdi,M,25,175,70
2071,Adel Al-Najadah,M,18,173,71
2072,Tatiana Al-Najar,F,33,160,60
2073,Danah Al-Nasrallah,F,16,149,45
2074,Saleem Al-Nasri,M,29,160,60
2075,Ali Khamis Rashid Al-Neyadi,M,22,170,72
2076,Gohar Mohamed Gohar Al-Nil,M,19,193,92
2077,Akram Abdullah Al-Noor,M,16,160,54
2078,Mhasin Al-Noor Fadlalla,F,18,158,40
2079,Abdul Rahman Sultan Al-Nubi Faraj,M,20,192,77
2080,Mubarak Sultan Al-Nubi Faraj,M,18,185,72
2081,Abdul Nasser Ali Al-Obaidly,M,19,,
2082,Lubna Al-Omair,F,29,152,45
2083,Naser Al-Omran,M,23,163,60
2084,Fahad S. A. B. S. Al-Otaibi,M,20,,
2085,Naser Al-Otaibi,M,24,,
2086,Sultan A. B. S. S. Al-Otaibi,M,18,173,73
2087,Talak Qashan Al-Otaibi,M,18,172,66
2088,Naser Al-Othman,M,23,163,60
2089,Ibrahim Mohamed Al-Ouiran,M,25,175,98
2090,Moukheld Mahil F. Al-Outaibi,M,32,163,60
2091,Jamal Yaqub Al-Qabendi,M,21,172,67
2092,Abdul Atif Seif Al-Qahtani,M,26,172,70
2093,Alyan Sultan Ali Al-Qahtani,M,24,165,58
2094,Attiya Shumrani Al-Qahtani,M,23,174,69
2095,Haji Bakr Al-Qahtani,M,23,173,63
2096,Abbas Al-Qaisoum,M,31,173,94
2097,Mohamed Al-Qasem,M,26,,
2098,Jasem Abdullatif Al-Qassar,M,,168,78
2099,Mohamed Abdullatif Al-Qassar,M,,175,74
2100,Abdullah Abdulrahman Al-Qenai,M,,170,87
2101,Saleh Al-Qobaissi,M,27,160,
2102,Saeed Rashed Al-Qubaisi,M,18,176,73
2103,Ibrahim Khalef Al-Rabeeah,M,21,174,66
2104,Najim Al-Radwan,M,31,177,94
2105,Juma Sulaiman Al-Rahbi,M,,153,57
2106,Samira Al-Raf,F,38,156,49
2107,Musaed Mubarak Al-Randi,M,,175,74
2108,Khaled Al-Rasheed,M,21,,
2109,Khaled Fahd Al-Rasheed,M,,,
2110,Rashid Fahd Al-Rasheed,M,,,
2111,Hilal Al-Rasheedi,M,37,175,77
2112,Abdullah Al-Rashidi,M,32,183,83
2113,Talal Al-Rashidi,M,19,176,70
2114,Bassel Al-Rayes,M,37,180,95
2115,Ali Yousef Al-Rumaihi,M,34,177,86
2116,Obaid Al-Rumaithi,M,16,179,60
2117,Abouhalima Muhammad Al-Said Abdallah Abouhalima,M,18,153,55
2118,Mohamed Al-Saadi,M,28,170,60
2119,Yaaqoub Al-Saadi,M,20,175,62
2120,Omar Al-Sabahi Muhammad Muhammad Emira,M,35,174,73
2121,Hussain Taher Al-Sabee,M,20,187,85
2124,Ali Al-Sadah,M,23,173,71
2125,Hussein Al-Sadiq,M,20,,
2126,Hussein Al-Sadiq,M,22,183,80
2127,Jamal Abdullah Al-Saffar,M,24,175,70
2128,Abdul Wahab Naser Al-Safra,M,23,171,59
2130,Ahmed Issa Al-Saleh,M,,,
2131,Omar Jouma Bilal Al-Salfa,M,18,170,67
2132,Mohamed Abdullah Obaid Al-Salhi (Kosgei-),M,18,182,55
2133,Awadh Shaban bin Fateh Al-Sameer,M,23,167,60
2134,Prince Abdullah Bin Moteb Al-Saud,M,23,178,69
2135,Mayada Al-Sayad,F,23,,
2136,Saleh Ahmed Al-Saydan,M,17,170,70
2137,Abdul Nasser Al-Sayegh,M,17,180,70
2138,Abdalla Al-Sebaei,M,20,,70
2139,Mohamed Al-Sehly,M,21,165,59
2140,Ahmed Mohieddine Al-Sghaier,M,23,170,67
2141,Sheikr Al-Shabani,M,26,172,65
2142,Abdullah Al-Waked Al-Shahrani,M,20,,
2143,Youssef Khanfar Abdullah Al-Shakali,M,24,184,69
2144,Prince Faisal Al-Shalan,M,21,178,66
2145,Raja Faradj Al-Shalawi,M,30,177,59
2146,Bandar Al-Shammari,M,26,,
2147,Fawaz Al-Shammari,M,35,182,76
2148,Fawzi Dahesh Al-Shammari,M,21,185,65
2149,Hamoud Fallitah Al-Shammari,M,19,178,68
2150,Hasan Al-Shammari,M,21,177,71
2151,Jadaan Tarjam Al-Shammari,M,,171,80
2152,Thamer Al-Shamroukh,M,19,,
2153,Abdullah Al-Shamsi,M,20,165,70
2154,Ahmad Al-Shamy,M,22,180,90
2155,Ali Mohammed Al-Shanqiti,M,,,
2156,Hisham Al-Sharaf Rashad,M,28,172,78
2157,Hashim Alaoui Al-Sharfa,M,23,186,68
2158,Amor Masoud Al-Sharji,M,20,178,60
2159,Barakat Salim Al-Sharji,M,16,178,60
2160,Saleh Al-Sharrah,M,23,,
2161,Abdulaziz Al-Shatti,M,25,,
2162,Abdullah Al-Shaye,M,,,
2163,Hesham Al-Shehabi,M,16,172,71
2164,Abdullah Mohamed Al-Sheib,M,23,181,77
2165,Jahad Abdullah Al-Sheikh,M,28,174,68
2166,Ahmed Yahya Al-Shiekh,M,28,,
2167,Mohamed Al-Shushe,M,29,162,60
2168,Fawzi Ibrahim Al-Shuwairbat,M,,170,83
2169,Hicham Al-Siguni,M,19,172,61
2170,Hadi Souaan Al-Somaily Jaadan,M,19,191,72
2171,Abdullah Said Al-Sooli,M,25,172,73
2172,Mansour Mohamed Al-Soraihi,M,21,,
2173,Mohamed Deham Al-Sowaidi,M,22,168,65
2174,Khamis Mohamed Saif Al-Subhi,M,,132,58
2175,Saqer Al-Surayei,M,16,175,65
2176,Khalid Habash Mohammed Al-Suwaidi,M,20,188,105
2177,Hamoud Youssef Al-Suwayed,M,21,170,68
2178,Ibrahim Alawi Ahmed Al-Taher,M,,168,60
2179,Mohamed Al-Takroni,M,24,165,
2180,Majed Al-Tamimi,M,40,,
2181,Majed Al-Taqi,M,14,165,65
2182,Ahmad Khader Al-Tarabulsi Mubarak,M,33,170,75
2183,Hamad Al-Tayyar,M,18,182,75
2184,Sheikh Ali bin Khalid Al-Thani,M,33,194,73
2185,Mohamed Issa Al-Thawadi,M,26,175,75
2186,Mohamed Fahad Al-Thuwani,M,17,173,70
2187,Sayed Al-Tubaikh,M,19,178,78
2188,Mohamed Rached Salem Al-Tunaiji,M,22,170,70
2189,Said Farouk Al-Turki,M,28,170,82
2190,Abdullah Mohsin Al-Usaimi,M,,180,73
2191,Khaled Habib Al-Waheebi,M,21,,
2192,Mohammed Ahmed Al-Yafaee,M,23,185,65
2193,Mohamed Al-Yami,M,20,170,65
2194,Salem Mubarak M. Al-Yami,M,18,170,65
2195,Buthayna Eid Al-Yaqoubi,F,17,155,45
2196,Abdul Marzouk Al-Yoha,M,19,182,72
2197,Saud Al-Zaabi,M,27,,
2198,Mahmoud Al-Zabramawi,M,28,186,100
2199,Abdullah Naser Ali Al-Zawayed,M,19,,
2200,Ali Mohamed Gharib Al-Zinkawi,M,20,195,102.5
2201,Mohamed Gharib Al-Zinkawi,M,22,180,113
2202,Osmo Juhani Ala-Honkola,M,29,185,87
2203,Tapani Jarkko Ala-Huikku,M,28,164,60
2204,Mikko Juhani Ala-Leppilampi,M,29,175,64
2205,Arvo Matias Ala-Pnti,M,29,169,71.5
2206,Alaa Ali Mhawi,M,20,178,68
2207,Ayman Alaa El-Din Mohamed Fayez,M,21,181,72
2208,Mahmoud Alaa El-Din Mahmoud Alian,M,21,189,84
2209,Rumen Zlatkov Alabakov,M,23,176,92
2211,smail Hakk Ala,M,25,,
2212,Armenak Alachachyan,M,33,176,74
2213,Konstantin Georgiyevich Aladashvili,M,24,175,78
2214,Kehinde Phillip Kenny Aladefa,M,21,193,89
2215,Taiwo Aladefa (-Darden),F,24,160,55
2216,Lea Alaerts,F,22,163,54
2217,Pivi Jaana Marit Alafrantti,F,24,179,77.5
2218,Arif Alaftargil,M,24,,
2219,Atakan Alaftargil,M,25,,
2220,Kunaratnam Alagaratnam,M,20,168,55
2221,Dianne Marie Alagich,F,21,169,64
2222,Saleh Alah-Djaba,M,22,,
2223,Edoardo Alaimo,M,,,
2224,Ernesto Arturo Alas,M,54,186,98
2225,Arsen Shakhlamazovich Alakhverdiyev,M,23,154,52
2226,Danielle Remilekun B. Danni Alakija,F,16,182,71
2227,Metin Hizir Alako,M,26,170,62
2228,Ahmed Alam,M,28,172,70
2229,Fouad Salam Alam,M,24,194,84
2230,Mohamed Mahbub Alam,M,27,170,80
2231,Mohamed Shah Alam,M,26,168,63
2232,Naveed Alam,M,22,,
2233,Noor Alam,M,26,172,73
2234,Saiful Alam,M,27,,
2235,Karim Alami,M,19,185,85
2236,Salima El Ouali Al-Alami,F,28,179,58
2237,Nima Alamian,M,23,174,70
2238,Noshad Alamian Darounkolaei,M,20,170,67
2239,Yenew Alamirew Getahun,M,22,178,57
2240,Souhalia Alamou,M,24,177,78
2241,Ali Rza Alan,M,25,160,52
2242,Anthony Kenneth Alan-Williams,M,29,186,76
2243,Gaston Alancourt,M,24,,
2244,Pertti Kalevi Fredrik lander,M,23,172,65
2245,Pekka Ahti Kalervo Alanen,M,19,170,57
2246,Kalervo Johannes Alanenp,M,24,171,60
2247,Amelita Alanes (-Saberon),F,20,158,50
2248,Eduardo Alans Guerrero,M,18,174,55
2249,Jos Guadalupe Alanis Tamez,M,,,
2250,Juan Alans Guerrero,M,18,177,70
2251,Mauro Alans Gonzlez,M,26,158,60
2252,Ral Alanis Guerrero,M,24,181,75
2253,Salvador Alans Duque,M,19,180,
2254,Burhan Alanku,M,17,170,68
2255,Vyacheslav Nikolayevich Alanov,M,28,172,59
2256,Vladan Alanovi,M,25,190,81
2257,Mohammed Al-Alaoui,M,24,188,84
2258,Mariem Alaoui Selsouli,F,24,152,45
2259,Julian Alaphilippe,M,24,173,62
2260,Gbor Alapy,M,24,,
2261,Osama Mohammed Ye Alarag,M,16,175,72
2262,Agustn Alarcn Vargas,M,26,184,87
2263,Bartolom Alarcn Vargas,M,25,182,83
2264,Jorge Alarcn Gmez,M,19,185,80
2265,E. Martn Alarcn Isidro,M,,,
2266,Ricard Alarcn Tevar,M,24,188,110
2267,ric Alard,M,30,187,97
2268,Pierre Alard,M,19,181,107
2269,Altti Matti Ensio Alarotu,M,23,186,73
2270,David Alarza Palacios,M,27,185,90
2271,Fernando Alarza Vicente,M,25,178,67
2272,Abdou Alassane Dji Bo,M,25,,66
2273,Issa Alassane-Oussni,M,27,180,76
2274,Mika Antero Alatalo,M,22,182,85
2275,Toimi Johannes Alatalo,M,30,174,67
2276,Janice Alatoa,F,23,166,55
2277,Darija Alauf,F,23,,
2278,Emilio lava Sautu,M,63,,
2279,Jos Luis lava Quintana,M,28,179,87
2280,Marcel Alavoine,M,26,,
2281,Sergey Petrovich Alay,M,31,185,105
2282,ngel No Alayn Lpez,M,23,174,66
2283,Michle Alayrangues (-Halter),F,21,168,60
2284,Kouflu Alazar,M,29,168,64
2285,Jos Daniel Alba Alba,M,27,185,78
2286,Jordi Alba Ramos,M,23,170,66
2287,Julia Mara Alba Alarc,F,28,169,57
2288,Julio Alba,M,,,
2289,Rafael Yunier Alba Castillo,M,22,202,87
2290,Antonio Toni Albanese,M,30,176,76
2291,Armando Albano,M,27,,
2292,Aristidis Albanopoulos,M,,,
2293,William Everett Bill Albans,M,22,190,77
2294,Spirydion Jan Albaski,M,28,176,70
2296,Marco Albarello,M,27,187,84
2297,John Laurent Albaret,M,41,,
2298,Justo Carlos Albarracn,M,33,176,73
2299,Matas Albarracn,M,36,174,65
2300,Miguel ngel Albarracn,M,23,167,64
2301,Jos Luis Albarrn Calles,M,25,165,68
2302,Pierre Henri Maurice Albarran,M,26,,
2303,Nazar Albaryan,M,25,160,52
2304,Michael Albasini,M,31,172,67
2305,Eduardo Luis Albe,M,28,172,66
2306,Ruslan Vladimirovich Albegov,M,24,192,156
2307,David Albelda Aliqus,M,23,182,75
2308,Tommy Albelin,M,33,186,87
2309,Il Alben,F,26,172,62
2310,Jos Manuel Albentosa Ferrer,M,24,172,56
2311,Reinhard Alber,M,20,184,75
2312,Aldo Luciano Albera,M,29,170,67
2313,Alberto Alberani Samaritani,M,21,192,82
2314,Markel Alberdi Sarobe,M,24,187,76
2315,Johannes Hermanus Lambertus Jan Albers,M,24,179,68
2318,Carlos Albert Llorente,M,21,185,75
2319,Charles Albert,M,,,
2320,Dag Edward Albert,M,26,185,70
2321,Fiona Albert,F,25,174,70
2322,Flrin Albert,M,18,182,75
2323,Georges-Henri Albert,M,,,
2324,Ilse Albert,F,23,,
2325,Ion Albert,M,26,,
2326,Jegbefumere Albert,M,19,195,81
2327,John Stephen Albert,M,23,185,77
2328,Karsten Klaus Albert,M,29,186,90
2329,Louis Albert,M,25,,
2330,Joseph Marc Albert,M,30,200,89
2331,Marko Albert,M,25,189,78
2332,Martine Albert,F,32,155,47
2333,Richard Rick Albert,M,24,183,70
2334,Samantha Albert (Majendie-),F,37,165,59
2335,Agustina Albertario,F,23,165,55
2336,Angela Alberti,F,23,163,55
2337,Bruno Alberti,M,25,174,75
2338,Hermenegildo Alberti,M,23,,
2339,Demetrio Albertini,M,20,,
2340,Mario Albertini,M,,,
2341,Pierre Albertini,M,30,185,87
2342,Nely Carla Alberto Francisca,F,29,179,90
2343,Alberto Alberto Leguel Ribeiro Marques,M,23,174,72
2344,Reno Luigi Alberton,M,19,,
2345,Johan Arend Jos Alberts,M,24,,
2346,Jacques Anton Sjaak Alberts,M,26,,
2347,Georg Albert Christian Albertsen,M,30,,
2348,Johnny Albertsen,M,16,170,75
2349,Ebbe Gustav Bertil Albertsson (-Andersson),M,26,177,67
2350,Kristina Albertus (Hauer-),F,26,170,60
2351,Vivian Alberty,F,23,,
2352,Claes Johan Albihn,M,25,190,83
2353,Emiliano Albn Antognazza,M,23,176,75
2354,Louis-Henri Albinet,M,25,,
2355,Abramo Albini,M,20,180,83
2356,Luis Alberto Albino Acua,M,22,,
2357,Piotr Albiski,M,22,188,74
2358,Jess Mara Albisu Andrade,M,31,190,87
2359,Islam-Beka Said-Tsilimovich Albiyev,M,19,165,66
2360,Knud Thormod Albjerg,M,22,,
2361,Alan Jacob Alborn,M,17,178,61
2362,Justo Pastor Albornoz Herrera,M,26,,
2363,Luis Albornoz Carreras,M,47,162,70
2364,Igor Alborov,M,21,183,91
2365,Radu Albot,M,26,175,70
2366,Daniel Albrecht,M,22,183,89
2367,mile Albrecht,M,,,
2368,Ernst Albrecht,M,20,,
2369,Fredi Albrecht,M,25,187,100
2370,Grant Albrecht,M,21,193,93
2371,Hans Albrecht,M,35,172,74
2372,Herbert Karl Albrecht,M,35,178,87
2373,Kilian Albrecht,M,28,181,72
2374,Pierre Albrecht,M,21,,
2375,Pierre Albrecht,M,21,,
2377,Silvia Albrecht,F,21,183,62
2378,Sylvia Albrecht (-Heckendorf),F,17,165,57
2379,Brigitte Albrecht-Loretan,F,21,175,64
2380,Ole Kurt Albrechtsen,M,23,,
2382,Margit Albrechtsson (sberg-),F,34,,
2383,Janez Albreht,M,35,175,72
2384,Lothar Albrich,M,,,
2385,Christopher John Chris Albright,M,21,185,81
2386,Tenley Emma Albright (-Gardiner -Blakely),F,16,,
2387,David Donald Dave Albritton,M,23,191,79
2388,Nicoleta Albu,F,23,183,76
2389,Anatoly Mikhaylovich Albul,M,24,181,87
2390,Eduardo Martins Albuquerque,M,32,178,103
2391,Gustavo Barreiros de Albuquerque,M,25,172,85
2392,Mablio Antnio Gomes Sousa Agostini Albuquerque,M,19,181,84
2394,Emmy Albus (-Liersch),F,24,172,57
2396,Jos Gerardo Alcala Garca,M,23,170,57
2397,Mara Jos Alcal Izguerra,F,16,164,51
2398,Ral Alcal Gallegos,M,20,170,64
2399,Rubn Alcala,M,23,190,76
2400,Jorge Luis Flix Alcalde Millos,M,19,180,
2401,Manuel Alcalde Fornieles,M,27,170,59
